"","ID","DISEASE","DISEASE_SUBTYPE","DISEASE_PROXY","COUNTRY","COUNTRY_PROXY","YEAR","SEX","AGE","SES","DIMENSION","DOMAIN","CRITERION","INDICATOR","INDICATOR_PROXY","MEASURE","UNIT","CATEGORIES","VALUE","SD","LOWER CI","UPPER CI","SOURCE","RATING","KEY_POINT","QUOTES","META_1","META_2","META_3","CRITERION2","COMMENTS","QUALY"
"130","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Fatigue or exhaustion","43.8",NA,NA,NA,"NEED survey",NA,"""Surgery sometimes impacted mobility and also caused aesthetic side-effects, causing distress."";
""Treatment side-effects limited engagement in meaningful activities. Due to a weakened state, there was an inability to engage in physical activity."";
""Fear of side effects from certain treatments sometimes led to treatment refusal.""","""[...] now the immunotherapy, that doesn't really affect my daily life that much. But the surgery does. That also has a huge impact on my mobility. And yeah, I don't really feel well supported in that regard. I was bedridden when I came out of the hospital. Which I actually didn't expect."";""I also had no idea what to do with my time. I was just lying there, I could hardly do anything physically, but my mind wasn't still. And then I can assure you, everyone says, oh, you can watch Netflix series, so fun. No, it's not fun. For starters, it gets boring after a while, just watching TV all the time [...] So yeah, it was really difficult to find something, to find a meaningful activity."";",NA,NA,NA,"Burden of treatment","NB. Reported by >10% of those who received treatment ==> but not accurate estimate because underreporting of treatment (and so overreporting of invasive/burdensome treatment)",NA
"131","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Constipation and/or diarrhoea","31.3",NA,NA,NA,"NEED survey",NA,"""Surgery sometimes impacted mobility and also caused aesthetic side-effects, causing distress."";
""Treatment side-effects limited engagement in meaningful activities. Due to a weakened state, there was an inability to engage in physical activity."";
""Fear of side effects from certain treatments sometimes led to treatment refusal.""",NA,NA,NA,NA,"Burden of treatment",NA,NA
"132","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Joint pain or arthritis","25",NA,NA,NA,"NEED survey",NA,"""Surgery sometimes impacted mobility and also caused aesthetic side-effects, causing distress."";
""Treatment side-effects limited engagement in meaningful activities. Due to a weakened state, there was an inability to engage in physical activity."";
""Fear of side effects from certain treatments sometimes led to treatment refusal.""",NA,NA,NA,NA,"Burden of treatment",NA,NA
"133","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Skin problems","18.8",NA,NA,NA,"NEED survey",NA,"""Surgery sometimes impacted mobility and also caused aesthetic side-effects, causing distress."";
""Treatment side-effects limited engagement in meaningful activities. Due to a weakened state, there was an inability to engage in physical activity."";
""Fear of side effects from certain treatments sometimes led to treatment refusal.""",NA,NA,NA,NA,"Burden of treatment",NA,NA
"134","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Nausea and/vomiting","18.8",NA,NA,NA,"NEED survey",NA,"""Surgery sometimes impacted mobility and also caused aesthetic side-effects, causing distress."";
""Treatment side-effects limited engagement in meaningful activities. Due to a weakened state, there was an inability to engage in physical activity."";
""Fear of side effects from certain treatments sometimes led to treatment refusal.""",NA,NA,NA,NA,"Burden of treatment",NA,NA
"135","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Liver problems","12.5",NA,NA,NA,"NEED survey",NA,"""Surgery sometimes impacted mobility and also caused aesthetic side-effects, causing distress."";
""Treatment side-effects limited engagement in meaningful activities. Due to a weakened state, there was an inability to engage in physical activity."";
""Fear of side effects from certain treatments sometimes led to treatment refusal.""",NA,NA,NA,NA,"Burden of treatment",NA,NA
"136","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of side-effects of treatment",NA,"Participants who reported the side-effect as very or rather burdensome (>10%)","%","Heart problems","12.5",NA,NA,NA,"NEED survey",NA,"""Surgery sometimes impacted mobility and also caused aesthetic side-effects, causing distress."";
""Treatment side-effects limited engagement in meaningful activities. Due to a weakened state, there was an inability to engage in physical activity."";
""Fear of side effects from certain treatments sometimes led to treatment refusal.""",NA,NA,NA,NA,"Burden of treatment",NA,NA
"137","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Experience with the organisation of care",NA,NA,NA,NA,NA,NA,NA,NA,"NEED interviews",NA,"""Patients reported coping with a heavy administrative burden.""; ""Lack of humanity from healthcare professionals was sometimes noted.""; ""Need for a better multidisciplinary approach.""","""And it does take some time, I go every two weeks, on Thursdays for a consultation and on Fridays to get a baxter. Yeah, that takes time. And eventually you have something like, yeah. Because then you have to go to the dermatologist's every few months, I think three months. And then to the eye doctor, because a melanoma can also be in the eye. A dermatologist can't see that. And then you also have to go to the gynaecologist, because you'll also have melanomas there. And so you keep busy with a lot of tests.""; ""So I always kept my phone near me while teaching, telling myself 'well, she'll call me', I'm telling you it was on Tuesday. End of the week, still no news. On Monday, since I still hadn't heard anything, I called [name of the hospital], and then they told me 'oh but the secretary was on vacation, she's coming back tomorrow'.""; I just told him that I still had pain... Every time I ate, I had pain, just behind the scar, and then he interrupted me. And he said to me, 'no'.""",NA,NA,NA,"Quality of care","N.B. This mainly highlights the problems and doesn't provide info on positive aspects",NA
"138","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Quantity of information received",NA,"Participants who reported receiving insufficient, no information or too much information","%",NA,"8.1",NA,NA,NA,"NEED survey",NA,"""Sub-optimal communication was sometimes used to deliver diagnoses."";""The quality of information was emphasised over quantity."";""Discussing the disease was an important criterion for satisfaction."";""Patients' preference was for proactive receipt of information rather than independent searching."";""There was an expressed need for more information about surgery and its impacts.""","""They explained to me [...] absolutely nothing about what was post-operative... and they didn't ask me any questions."" [...] ""The surgeon didn't tell me at all during the consultation, that after such an intervention, I had no idea, there are so many weeks of recovery."" [...] ""No one asked me after the operation if I had someone near me to watch over me, to help me, to uh... and they didn't explain to me that I would need a nurse to change the dressings. They hadn't told me anything.""; ""Yes, about the treatment, about the progress in melanoma research, how to support melanoma research, if there are also things... Life expectancy in relation to the stage, because we see a lot of things, uh... that are contradictory too.""; ""I also do it by doing research on the internet like that. Because I don't get the information from him... He said 'yes, you have to protect yourself' but that's it. Here, I have different organisations, or on Youtube, there are also people who talk about melanoma, and who say 'every three hours' they put on sunscreen, SPF 50. Things like that. Yes, but yes. Internet, a little bit of Youtube because you can find experiences. Sharing experiences. But as for my training, well I go to Pubmed: I know where to look for relevant information. I don't go directly... well I don't go to Google, and I don't search like that. So I have no idea where it stands in that respect, whether good information is being given or not. I don't pay attention.""; 
""But I also have to say, my oncologist also provided the necessary information. Not only to me, but also to my wife, my children. I think my parents called him once. And he took the time every time to explain it, okay, that's it. Here we are now. These are the treatment options.""",NA,NA,NA,"Quality of care","Also include those who said ""too much information"" in inadequate amount?",NA
"139","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Clarity of information received",NA,"Participants who reported that the information received was not very clear or not clear at all","%",NA,"8.3000000000000007",NA,NA,NA,"NEED survey",NA,"""Difficulty in finding useful information pitched at the right level.;""Inbalance in available information between French- and Dutch-speaking patients"";""Need for clear and understandable information.""","""And then he explained everything to me, in detail, and with the words... uh, the scientific words, and luckily I had a piece of paper and a pen. All the words that I didn't understand at all. At the same time, he explained a little bit anyway, but there were things that I didn't understand, which allowed me to go and look on the internet and understand it, well, at my leisure."";""If you look up information, you find two things. Either very simple information, really super simple, that everyone can understand, where things are presented so black and white that you're actually not getting anything out of it, because it's not really about you. Plus, you don't want to recognize yourself in it, because it usually concerns bad prognosis, good prognosis. So that's not good. Well, that's how it is, what's on the 'Kom op tegen Kanker' website, I'm not getting anything out of it. But the other things you search for, the scientific articles, are actually so directed at oncologists, and I'm not an oncologist, so they're too complicated for me and I don't understand enough of them. And even then, you still don't know if you fall into that research population or not. So no, I actually don't find the right information that can help me."";""In Flanders, there is the 'Melanoompunt'. The first day I was at [name Flemish hospital], I was still in the hospital when the Melanoompunt called me, saying 'Well, we are now organizing...', it was two weeks later, 'we are organizing the annual meeting, with all patients who have had melanomas, and so you are also part of the melanoma family', you know.""",NA,NA,NA,"Quality of care",NA,NA
"140","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Involvement in treatment choice",NA,"Participants who reported wanting to have been more involved in treatment choice","%",NA,"43.5",NA,NA,NA,"NEED survey",NA,"""Treatment options were sometimes perceived as limited and rigid"";""Some preferred not to be involved in decisions due to feeling unqualified.""","""Yes, of course, that is discussed to some extent. On the other hand, a doctor is also limited in the possibilities. I can only say, from the health insurance and such, there are only a limited number of possibilities to take. And if you meet those conditions, then you can take that therapy. And I mean, that treatment path is also fixed. A doctor doesn't have so much... He does have a number of choices and I can... But there aren't that many choices with melanoma, of course. To say, we're going to do something completely different now."";""And then the surgeon said to me at one of the consultations, yes, what would we do? Would we dare to remove that drain once? And then I thought, I'm not an experiment, either you know it and you remove it, or you don't. It's a statement, people should pay more attention to that. I got the feeling that I was allowed to decide for myself whether we were going to dare to do that or not. And I think that was a way of speaking from that person, but actually I didn't find that appropriate. That didn't really give me confidence, I have to say.""",NA,NA,NA,"Quality of care","Probably an overestimation of the problem, because 1/3 responded that N/A to them. Or use as denominator the full sample?",NA
"141","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Quality of care","Diagnostic timing",NA,"Participants who received a diagnosis >2 months after 1st consultation","%",NA,"8.1",NA,NA,NA,"NEED survey",NA,"""The decision to seek medical help for first symptoms was triggered by the onset of new symptoms, advice from relatives, or awareness campaigns."";""The lack of awareness of individual melanoma risk led patients to overlook preventive measures."";"" Identifying melanoma was sometimes challenging, as some were first diagnosed as benign conditions."";"" Missed initial diagnoses led to distrust and to a persistent fear of overlooking new lesions or disease progression."" The period between initial suspicion and diagnosis was perceived as very stressful with prolonged waits for surgery or scans.""; ""Need for more effective diagnostic tools and technologies.""","""Actually, my brother was the reason. A few years ago he had a melanoma and it was surgically removed and that was it. There was no treatment, no follow-up or anything like that. [...] Another reason was also because my sister-in-law died of a melanoma. That made the urgency even greater."";""It's clear that the spot was really a textbook case, it looked very much like what you see on posters, and at the same time I thought 'well, no', there you go, so I really went into denial, and it's because... Well, a year ago this spot started to ooze, to itch very strongly, that... that's when I thought... then I showed it to my son, who said 'mom, that's not good', and that's when I decided to go to the dermatologist's."";""[...] I never felt the need to say ' I have to regularly see my dermatologist because I'm at risk'. I never had that notion of risk in mind."";""No, it wasn't diagnosed through annual check-ups, because nothing was ever found. It's actually because I had a symptom, because I had the swollen lymph node. And it turned out to be the result of a melanoma that had once been there."" [...] ""So that means that with that metastasis in the lymph node, which was in the lymph node, I was actually already in stage 3, while a melanoma had never been seen. So all those years no melanoma was found. We looked for it, given my brother's story, but no melanoma was found."";""But I think that if something can still evolve in the medical world, then I think that early detection is actually important. [...] Because I want to say now, when I see how a dermatologist examines me, yes, I understand that they can miss that.""; ""Yes, we have to move on. So it's actually a combination of circumstances and even during the examination at [name of the hospital], they didn't even know whether it was a primary melanoma or a metastasis. So for me it's really a difficult case, because I believe that technology should be more advanced. That there is still doubt in the final report... but I think that can happen in the medical world, but my brain doesn't understand it."";",NA,NA,NA,"Quality of care","Would have been more interesting to know about >1 month",NA
"142","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Accessibility","Treatment availability",NA,NA,NA,NA,"Some availability problems",NA,NA,NA,"Experts",NA,"""The lack of dermatologists significantly delayed access to care, leading to long waiting times and complex care journeys."";""Difficulty scheduling appointments and geographic challenges hindered access sometimes. In specific situations, there was a preference for local treatment options over distant university hospitals."";"" Inaccessibility of psychological support due to limited availability and insufficient reimbursement of fees.""","""It was almost impossible to get into a practice nearby. I think that's an issue on all health levels. That's not just dermatologists. That's a big issue. Accessibility to a dermatologist. But all the good dermatologists in the are not accapting new patients."";""When we call for an appointment, we are given dates, but there are days when you teach, so you say 'well no, I'm not going to be absent'. First of all, because it's not covered, we're not covered for medical appointments, we can't be absent for medical appointments. And so we give up, we postpone all the time, we give up because we know that it's not going to fit in the schedule."";""Well I live alone. So I've already had to manage by myself in an emergency. Luckily, the local grocer told me 'there are services to take you to the hospital'. But for the return, I found a friend. I had called a friend without knowing exactly what time I'd be finished and so I had someone just to take me back home. So in the end, I managed by myself, I found someone in the neighborhood - thank you Facebook - who came to pick me up."";""I also think that in this case, immunotherapy should be available to the patient in whichever hospital they want to do it, I think that's very important, that we don't have to go to [city], so that should be much better coordinated."";
""And on a mental health level, yes... we all know that access to care for psychologists is very difficult. So access to care for psychologists should be made more accessible. But yes, that's a problem, not just for cancer patients. Even people with mental problems have difficulty accessing it, so I think that's important.""","Experts asked to classify overall treatment availability into: no existing treatment, existing but not available, important availability problems, some availability problems, no availability problems. Some availability problems considered as : âtreatment is available for a majority of the population but too expensive for some, or that there are some stock problemsâ",NA,NA,"Accessibility",NA,NA
"143","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Accessibility","Foregone care",NA,"Participants who within the last 12 months reported not receiving care when needed","%",NA,"5.4",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Accessibility",NA,NA
"144","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Social","Impact on social life","Social support needs",NA,"Participants who reported needing social support in at least one area but did not receive it, excluding 'To speak with healthcare professionals (including a psychologist)'","%",NA,"35.1",NA,NA,NA,"NEED survey",NA,"""Patient associations, like Facebook pages and videos, offered valuable information and support for some patients."";""Involvement in these groups included emotionally challenging experiences, such as announcements of deaths or unexpected relapses years after treatment."";""Need of a dedicated support person to guide individuals through their healthcare journeys, assisting with communication and administrative tasks.""","""That there is a care coordinator or a case manager or that you have a personal coach who can guide you through all phases and not necessarily emotionally. Although I think you shouldn't separate these functions. I think you should have an onco-coach who can do everything. Someone who can follow up on the administrative side for you and, because that shouldn't be too much work, but someone who can do that. But someone who can also provide some emotional support. I think you'd get more out of it in that way. I think a psychologist is more in the second line, and is not necessary for everyone. But having a coach who walks alongside you, who holds the baton for you. I think that would be ideal for me. Who also ensures coordination between first line, second line, contacts, and possibly GP if necessary.""; ""Yes, it was nice. [...] But we know that they are all people [...] who have melanoma and so, it actually helps to destress. We say to ourselves, 'well, these are normal people after all'. [...] So there you go. And then we were able to talk to quite a few people, super nice of course. And who all have this perspective of sharing their experience. To take the drama out of the situation a bit."";",NA,NA,NA,"Impact on social life",NA,NA
"145","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Social","Impact on education","Years of education lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Impact on education","Must rethink this indicator (years not appropriate)",NA
"146","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Social","Impact on work","Changes in working time",NA,"Working individuals before disease who stopped working for at least 1 month and returned to work with reduced schedule or did not return to work","%",NA,"20",NA,NA,NA,"NEED survey",NA,NA,"""I currently work with, I always forget the name, I work three and a half days a week and one and a half days I'm still on sick leave. Definitely progressive work resumption, for three years now during treatment. That's mainly due to fatigue and concentration problems. If I have a whole day, I have an office job, but when I come home in the evening, I'm just naturally dead tired. [...] So I really need that time to recover a bit and do things."";""Because, you know, I think it's better to enjoy life and anyway... I could see that I was too tired, that I wouldn't have been able to handle it, and rather than managing it poorly, it's better to retire. I 've already been eligible for retirement for more than two years anyway.""",NA,NA,NA,"Impact on work","N.B. Check Denominator - in melanoma 6/30, correct?",NA
"147","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Social","Financial consequences","Out-of-pocket healthcare costs",NA,NA,"%",NA,NA,NA,NA,NA,"NEED survey",NA,"""Minimal or no healthcare out-of-pocket expenses, with even expensive treatments fully reimbursed."";""Financial strain was reported by some due to medical expenses that included healthcare consultations, non-reimbursed paramedical sessions like osteopathy, and purchases of medical supplies such as crutches and sunscreen.""","""That is fully reimbursed. I am happy about that. I think I take about 15,000 euros worth of pills per month. So that is fully reimbursed. So I have absolutely no problems with that. Actually, I don't have any consultation fees. But if I just go to the day hospital, the costs are also reimbursed through the hospitalization insurance. So, in essence, I have little financial impact there.""",NA,NA,NA,"Financial consequences",NA,NA
"148","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Social","Financial consequences","Non-healthcare costs",NA,NA,NA,NA,NA,NA,NA,NA,"NEED survey",NA,"""Regular hospital parking expenses contributed to increased overall costs."";""Significant costs of supportive or ""well-being"" services (e.g., massages, pedicures, home arrangements like stairlifts) were noted, often without reimbursement by health insurance.""","""Yes, parking, I think... I think they should make a separate parking lot for that day center, because it's six euros every time. And I actually think that's too much for... It's not like I'm visiting, but I can't change that they take such a long time... Sometimes I have to sit in that chair or on the bed for three hours. That's not a mortal sin, but I think 6 euros is too much for actually being a patient, a cancer patient. [...] That's not our choice, so they call it a social rate, but I don't think 6 euros is a social rate.""",NA,NA,NA,"Financial consequences",NA,NA
"149","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma of skin","Belgium",NA,2021,"MF","ALL","ALL","Society","Health","Frequency","Incidence or prevalence",NA,NA,"Age-standardised incidence per 100 000",NA,"34.5",NA,NA,NA,"BeBoD",NA,NA,NA,NA,NA,NA,"Frequency","Only cutaneous melanoma? Or all melanomas?",NA
"150","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma of skin","Belgium",NA,2021,"MF","ALL","ALL","Society","Health","Frequency","Incidence or prevalence",NA,NA,"Prevalence",NA,"27608",NA,NA,NA,"BeBoD",NA,NA,NA,NA,NA,NA,"Frequency","Only cutaneous melanoma? Or all melanomas?",NA
"151","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Society","Health","Transmissibility","Basic reproduction number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transmissibility",NA,NA
"152","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Society","Health","Antimicrobial resistance","Existing antimicrobial resistance to treatments used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antimicrobial resistance",NA,NA
"153","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Society","Health","Antimicrobial resistance","Volume of antibiotic delivered to treat disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antimicrobial resistance",NA,NA
"154","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Society","Health","Burden on informal caregivers","Loss in informal caregiver's quality of life",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Adverse psychological consequences affected participants' relatives and their relationships.""","""My wife, she deals with it in her own way, but of course, I make myself a priority, even though that's not right. A bit selfish. But I do have cancer. So you have to be able to put that everything into perspective, but it definitely has an impact on our relationship.""",NA,NA,NA,"Burden on informal caregivers",NA,NA
"155","Malignant melanoma","Malignant melanoma",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Society","Healthcare","Value for money of standard of care","Healthcare costs per unit of health gain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Value for money of standard of care","Direct & total costs for Belgium to be found in this article: https://onlinelibrary.wiley.com/doi/epdf/10.1111/jdv.15308  But no total health effects",NA
"156","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma of skin","Belgium",NA,2023,"MF","ALL","ALL","Society","Healthcare","Preventability","Implementation of effective primary prevention strategies",NA,NA,NA,NA,"Moderately effective",NA,NA,NA,"Del Marmol et al. 2022; Forsea et al. 2013; Fondation Contre Le Cancer 2021; Fondation Contre Le Cancer 2024.",NA,NA,"""In Belgium, yearly UV awareness campaigns are rolled out. Despite this, inadequate protective practices have been measured, notably during outdoor leisure activities and particularly in young people and outdoor workers.""",NA,NA,NA,"Preventability","Proven cost-effectiveness of campaigns (Del Marmol 2022). Existing prevention initiative at European level: Euromelanoma. Euromelanoma considers that  the continuous increase of melanoma incidence shows that the efforts in primary prevention have been insufficient. Also, there is a need for much stronger effortsto be made to raise awareness of nodular melanoma in future campaigns.",NA
"157","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma of skin","Belgium",NA,2014,"MF","ALL","ALL","Society","Social","Productivity losses","Costs related to work absenteeism, presenteeism, early labor force exits of patients",NA,NA,"â¬ (million)",NA,"29.3",NA,NA,NA,"Pil et al. 2016",NA,NA,NA,NA,NA,NA,"Productivity losses",NA,NA
"158","Malignant melanoma","Malignant melanoma",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Society","Social","Productivity losses","Costs related to work absenteeism, presenteeism or/and early labor force exits of caregivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Productivity losses",NA,NA
"159","Malignant melanoma","Malignant melanoma",NA,NA,"Belgium",NA,2023,"MF","ALL","ALL","Society","Social","Environmental impact of standard of care","Greenhouse gas emissions related to the standard of care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Environmental impact of standard of care",NA,NA
"160","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Society","Social","Environmental impact of standard of care","Hazardous waste related to standard of care",NA,NA,NA,NA,"Not quantified. Cytostatic drugs are toxic chemicals classified as âhazardousâ under the Waste Framework Directive of the European Commission",NA,NA,NA,"MisÃ­k et al 2019; Castellano-Hinojosa et al 2023",NA,"""Cytostatic drugs are toxic chemicals classified as hazardous under the Waste Framework Directive of the European Commission.""",NA,NA,NA,NA,"Environmental impact of standard of care",NA,NA
"161","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Society","Social","Environmental impact of standard of care","Use of natural resources and raw materials related to standard of care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Environmental impact of standard of care",NA,NA
"162","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Future","Health","Burden of disease","Future years of life lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burden of disease",NA,NA
"163","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Future","Health","Burden of disease","Future years lived with disability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burden of disease",NA,NA
"164","Malignant melanoma","Malignant melanoma",NA,"Skin cancer","Belgium",NA,2034,"MF","ALL","ALL","Future","Healthcare and Social","Economic burden","Future direct costs",NA,NA,"â¬ (billion)",NA,"1.9",NA,NA,NA,"Pil et al. 2016",NA,NA,NA,"healthcare payerâs costs over 20 years",NA,NA,"Economic burden",NA,NA
"165","Malignant melanoma","Malignant melanoma",NA,"Skin cancer","Belgium",NA,2034,"MF","ALL","ALL","Future","Healthcare and Social","Economic burden","Future indirect costs",NA,NA,"â¬ (million)",NA,"931.1",NA,NA,NA,"Pil et al. 2016",NA,NA,NA,"productivity losses over 20 years",NA,NA,NA,NA,NA
"166","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","Years of life lived with disability (per case)",NA,NA,"YLD/case",NA,"0.22",NA,NA,NA,"Devleesschauwer, B., Willem, L., JurÄeviÄ, J., Smith, P., Scohy, A., Wyper, G. M., ... & De Pauw, R. (2023). The direct disease burden of COVID-19 in Belgium in 2020 and 2021. BMC public health, 23(1), 1707.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","EQ-5D-5L average score",NA,NA,NA,"BEFORE","0.84",NA,NA,NA,"Survey KCE report 344",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","EQ-5D-5L average score",NA,NA,NA,"TODAY","0.65",NA,NA,NA,"Survey KCE report 344",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","EQ-5D-5L average score",NA,NA,NA,"DIFFERENCE","-0.19",NA,NA,NA,"Survey KCE report 344",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","Associated comorbidities",NA,NA,"%","Disease of the locomotor system","12.1",NA,NA,NA,"Survey KCE report 344",NA,NA,NA,"Frequency of a portion of patients who reported suffering from a specific comorbidty from all patients who reported a comorbodity",NA,NA,NA,NA,NA
"171","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","Associated comorbidities",NA,NA,"%","Respiratory disease","10",NA,NA,NA,"Survey KCE report 344",NA,NA,NA,"Frequency of a portion of patients who reported a specific comorbidty from all patients who reported a comorbodity",NA,NA,NA,NA,NA
"172","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","Associated comorbidities",NA,NA,"%","Heart and blood vessel disease","7.6",NA,NA,NA,"Survey KCE report 344",NA,NA,NA,"Frequency of a portion of patients who reported a specific comorbidty from all patients who reported a comorbodity",NA,NA,NA,NA,NA
"173","Long COVID","Long Covid",NA,NA,"Belgium",NA,2021,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","Associated comorbidities",NA,NA,"%","Digestive disease","7.2",NA,NA,NA,"Survey KCE report 344",NA,NA,NA,"Frequency of a portion of patients who reported a specific comorbidty from all patients who reported a comorbodity",NA,NA,NA,NA,NA
